property_id,policy_id,year_built,construction,area_sqm,floors,has_alarm,replacement_cost,location_type,sprinkler_grade,building_value,contents_value
H-006058,P-006058,1985.0,brick,73.0,2.0,False,70679.03,,,,
H-006059,P-006059,2002.0,concrete,82.0,1.0,False,58794.88,,,,
H-006060,P-006060,1983.0,brick,222.0,1.0,True,200657.42,,,,
H-006064,P-006064,2009.0,brick,132.0,1.0,True,107633.64,,,,
C-006066,P-006066,,,,,,,factory,B,1117230.74,1543391.78
H-006069,P-006069,1985.0,concrete,79.0,1.0,True,86665.82,,,,
C-006070,P-006070,,,,,,,warehouse,C,3327936.44,2061309.55
H-006073,P-006073,2019.0,brick,154.0,2.0,False,189440.81,,,,
H-006075,P-006075,1971.0,wood,96.0,1.0,True,76605.41,,,,
H-006076,P-006076,2007.0,brick,147.0,1.0,True,133867.65,,,,
H-006078,P-006078,1975.0,concrete,147.0,1.0,False,110599.64,,,,
H-006080,P-006080,1977.0,brick,108.0,1.0,True,83170.31,,,,
H-006081,P-006081,1986.0,brick,74.0,1.0,True,59583.38,,,,
H-006084,P-006084,2001.0,brick,84.0,3.0,True,84432.0,,,,
C-006087,P-006087,,,,,,,warehouse,B,1486282.77,826013.05
H-006088,P-006088,1975.0,brick,193.0,2.0,False,140354.61,,,,
H-006090,P-006090,1966.0,brick,116.0,2.0,False,113620.17,,,,
H-006092,P-006092,1969.0,brick,165.0,1.0,False,123242.3,,,,
H-006096,P-006096,1978.0,brick,65.0,2.0,True,55256.2,,,,
H-006099,P-006099,1977.0,brick,179.0,2.0,True,152604.53,,,,
H-006100,P-006100,1983.0,brick,89.0,1.0,True,95541.37,,,,
H-006101,P-006101,2014.0,brick,131.0,1.0,False,168046.4,,,,
C-006102,P-006102,,,,,,,warehouse,C,4033573.08,2167320.56
C-006103,P-006103,,,,,,,warehouse,A,933889.69,156092.41
H-006105,P-006105,1970.0,concrete,124.0,1.0,False,118981.97,,,,
H-006107,P-006107,1972.0,brick,164.0,2.0,True,139932.49,,,,
H-006108,P-006108,2011.0,concrete,40.0,2.0,True,31419.91,,,,
H-006110,P-006110,1989.0,concrete,94.0,1.0,False,96715.38,,,,
H-006111,P-006111,1982.0,concrete,145.0,3.0,False,95752.94,,,,
H-006116,P-006116,2006.0,brick,69.0,1.0,True,71823.75,,,,
H-006119,P-006119,1989.0,brick,84.0,1.0,True,74486.25,,,,
H-006120,P-006120,2002.0,concrete,85.0,1.0,False,74808.31,,,,
H-006121,P-006121,2023.0,brick,94.0,2.0,True,91717.71,,,,
H-006122,P-006122,1993.0,concrete,161.0,1.0,False,157785.05,,,,
H-006123,P-006123,1977.0,concrete,144.0,3.0,True,140959.98,,,,
H-006124,P-006124,1982.0,brick,148.0,2.0,True,158088.97,,,,
H-006127,P-006127,2000.0,brick,76.0,2.0,True,66272.19,,,,
C-006130,P-006130,,,,,,,office,None,4300538.41,2405253.45
H-006136,P-006136,1990.0,concrete,118.0,1.0,True,84316.81,,,,
C-006137,P-006137,,,,,,,factory,A,3585884.78,1911822.9
C-006143,P-006143,,,,,,,factory,A,3707528.71,295342.81
H-006144,P-006144,1974.0,brick,115.0,2.0,True,107283.49,,,,
H-006146,P-006146,1988.0,concrete,106.0,1.0,False,105519.69,,,,
H-006147,P-006147,1965.0,brick,179.0,1.0,True,183130.12,,,,
H-006148,P-006148,1997.0,brick,81.0,1.0,True,52065.82,,,,
C-006151,P-006151,,,,,,,office,None,307611.74,2412192.84
C-006152,P-006152,,,,,,,factory,B,2708775.06,2154346.09
H-006153,P-006153,1983.0,brick,70.0,1.0,False,58678.63,,,,
H-006156,P-006156,2004.0,brick,123.0,1.0,True,138420.63,,,,
H-006159,P-006159,1997.0,brick,132.0,1.0,True,119377.6,,,,
H-006161,P-006161,1970.0,wood,93.0,2.0,False,104684.44,,,,
H-006163,P-006163,1970.0,concrete,161.0,1.0,False,169566.89,,,,
H-006166,P-006166,1998.0,concrete,107.0,1.0,True,104564.04,,,,
H-006167,P-006167,2012.0,concrete,114.0,2.0,True,73507.68,,,,
C-006171,P-006171,,,,,,,warehouse,None,1715880.21,663443.28
H-006175,P-006175,1966.0,brick,155.0,3.0,False,117063.55,,,,
H-006179,P-006179,2010.0,brick,107.0,2.0,False,101094.51,,,,
H-006180,P-006180,2009.0,concrete,114.0,1.0,False,118370.29,,,,
H-006184,P-006184,1995.0,brick,95.0,1.0,False,78427.33,,,,
H-006185,P-006185,1992.0,concrete,102.0,1.0,False,83914.81,,,,
H-006188,P-006188,1972.0,brick,40.0,1.0,False,35229.48,,,,
H-006190,P-006190,1983.0,brick,100.0,1.0,True,105037.94,,,,
C-006193,P-006193,,,,,,,office,C,4419760.89,815340.86
H-006197,P-006197,1980.0,brick,159.0,2.0,True,113516.91,,,,
C-006198,P-006198,,,,,,,warehouse,B,2401872.45,488549.57
H-006200,P-006200,1989.0,brick,153.0,3.0,True,178256.23,,,,
H-006204,P-006204,1971.0,brick,127.0,2.0,True,139233.85,,,,
H-006208,P-006208,2009.0,concrete,160.0,1.0,False,197247.06,,,,
H-006212,P-006212,1981.0,brick,131.0,2.0,False,109528.9,,,,
H-006214,P-006214,1982.0,brick,76.0,4.0,True,76641.67,,,,
H-006215,P-006215,1967.0,brick,56.0,1.0,False,60236.7,,,,
H-006221,P-006221,2016.0,brick,65.0,1.0,False,57053.95,,,,
H-006223,P-006223,1997.0,concrete,82.0,1.0,True,93475.37,,,,
H-006224,P-006224,2012.0,brick,117.0,2.0,False,79432.11,,,,
C-006226,P-006226,,,,,,,office,B,3418792.05,2157081.87
H-006231,P-006231,2008.0,brick,144.0,2.0,True,119615.02,,,,
H-006232,P-006232,2013.0,brick,120.0,2.0,True,117420.14,,,,
H-006236,P-006236,1972.0,brick,137.0,1.0,True,115338.02,,,,
H-006237,P-006237,1999.0,concrete,102.0,1.0,True,77996.56,,,,
H-006239,P-006239,2003.0,brick,95.0,3.0,True,70000.89,,,,
H-006241,P-006241,1987.0,brick,155.0,2.0,True,158419.63,,,,
H-006242,P-006242,1967.0,concrete,75.0,1.0,True,81317.77,,,,
H-006243,P-006243,1988.0,brick,109.0,2.0,False,117964.63,,,,
C-006245,P-006245,,,,,,,warehouse,C,4581086.47,117487.99
H-006247,P-006247,1981.0,brick,121.0,3.0,True,135813.83,,,,
H-006250,P-006250,1979.0,concrete,134.0,2.0,True,152091.37,,,,
C-006251,P-006251,,,,,,,office,C,2045588.92,1504326.02
H-006259,P-006259,2017.0,brick,135.0,1.0,True,100689.82,,,,
C-006260,P-006260,,,,,,,warehouse,A,3352508.19,2098287.25
H-006261,P-006261,1977.0,brick,95.0,2.0,True,74845.69,,,,
H-006267,P-006267,2023.0,concrete,99.0,1.0,True,76676.79,,,,
H-006269,P-006269,1965.0,brick,83.0,2.0,False,72727.74,,,,
H-006270,P-006270,1994.0,brick,40.0,3.0,False,30191.41,,,,
H-006277,P-006277,1983.0,concrete,144.0,1.0,True,156565.38,,,,
H-006278,P-006278,1996.0,brick,153.0,3.0,False,133330.78,,,,
H-006280,P-006280,2000.0,brick,131.0,1.0,False,118401.66,,,,
C-006283,P-006283,,,,,,,office,C,899757.97,997345.75
H-006288,P-006288,2022.0,concrete,115.0,1.0,False,107357.34,,,,
H-006290,P-006290,2011.0,concrete,128.0,1.0,False,113577.93,,,,
H-006294,P-006294,1985.0,concrete,96.0,1.0,False,67312.31,,,,
H-006295,P-006295,1974.0,brick,181.0,2.0,True,169324.59,,,,
C-006296,P-006296,,,,,,,factory,None,4207957.08,1705619.42
H-006297,P-006297,1977.0,brick,135.0,1.0,True,116046.25,,,,
H-006300,P-006300,1966.0,brick,122.0,2.0,True,138999.98,,,,
H-006302,P-006302,1980.0,brick,82.0,1.0,True,53618.0,,,,
C-006303,P-006303,,,,,,,retail,C,3691999.04,369153.75
C-006304,P-006304,,,,,,,factory,A,1906175.04,1592549.34
H-006305,P-006305,1991.0,brick,147.0,1.0,True,129201.69,,,,
H-006306,P-006306,1967.0,brick,159.0,3.0,False,156149.99,,,,
H-006310,P-006310,2023.0,brick,130.0,1.0,False,126382.59,,,,
C-006313,P-006313,,,,,,,retail,C,3268837.41,1213472.97
H-006315,P-006315,1990.0,brick,95.0,1.0,True,85587.45,,,,
H-006318,P-006318,1982.0,concrete,70.0,2.0,True,78539.01,,,,
H-006321,P-006321,1968.0,brick,155.0,2.0,True,144113.92,,,,
H-006324,P-006324,1997.0,concrete,63.0,1.0,True,43332.06,,,,
H-006326,P-006326,1996.0,brick,99.0,1.0,True,116860.83,,,,
H-006330,P-006330,1999.0,brick,93.0,2.0,True,85275.12,,,,
H-006333,P-006333,1967.0,concrete,90.0,2.0,False,77141.26,,,,
H-006336,P-006336,1984.0,brick,85.0,3.0,True,55517.33,,,,
C-006338,P-006338,,,,,,,factory,None,1446457.0,1668902.98
H-006340,P-006340,1982.0,brick,152.0,1.0,True,131826.31,,,,
H-006341,P-006341,1992.0,brick,58.0,3.0,False,49582.18,,,,
C-006346,P-006346,,,,,,,warehouse,C,4199227.02,53398.15
H-006352,P-006352,1995.0,wood,110.0,3.0,True,83720.97,,,,
C-006354,P-006354,,,,,,,office,B,2670691.47,1278133.72
C-006356,P-006356,,,,,,,retail,None,4924679.95,1270270.72
C-006361,P-006361,,,,,,,warehouse,C,2117282.86,615551.49
H-006362,P-006362,1965.0,concrete,207.0,1.0,True,204237.29,,,,
H-006363,P-006363,1991.0,concrete,96.0,2.0,True,121892.54,,,,
H-006369,P-006369,1992.0,concrete,40.0,2.0,True,30103.81,,,,
C-006376,P-006376,,,,,,,office,A,517499.14,1090568.96
H-006386,P-006386,2004.0,brick,169.0,2.0,False,151942.69,,,,
H-006387,P-006387,1975.0,concrete,55.0,1.0,True,54484.16,,,,
H-006391,P-006391,1990.0,brick,98.0,1.0,True,83462.09,,,,
H-006392,P-006392,2014.0,brick,144.0,2.0,False,115661.24,,,,
C-006393,P-006393,,,,,,,warehouse,None,2586209.3,1325354.69
H-006396,P-006396,2019.0,brick,74.0,2.0,False,81457.17,,,,
C-006398,P-006398,,,,,,,retail,C,774074.08,1759337.49
H-006400,P-006400,1971.0,concrete,137.0,2.0,False,117882.2,,,,
H-006402,P-006402,1979.0,brick,96.0,2.0,False,84355.97,,,,
H-006406,P-006406,1983.0,brick,113.0,2.0,True,128309.3,,,,
H-006407,P-006407,2002.0,brick,88.0,2.0,True,47768.12,,,,
H-006410,P-006410,1972.0,wood,131.0,1.0,False,126023.83,,,,
C-006413,P-006413,,,,,,,warehouse,None,478766.3,845569.83
H-006416,P-006416,1971.0,concrete,153.0,2.0,True,132840.77,,,,
H-006418,P-006418,2001.0,concrete,50.0,1.0,True,43186.6,,,,
H-006420,P-006420,1981.0,concrete,149.0,2.0,False,118320.85,,,,
H-006421,P-006421,1972.0,concrete,144.0,1.0,True,98024.09,,,,
C-006422,P-006422,,,,,,,factory,C,1265124.3,1933118.93
H-006426,P-006426,2007.0,brick,121.0,1.0,False,106975.68,,,,
H-006429,P-006429,1997.0,brick,85.0,2.0,True,95162.19,,,,
H-006434,P-006434,1972.0,brick,40.0,2.0,False,34127.9,,,,
C-006435,P-006435,,,,,,,office,C,1397073.72,1083878.42
H-006436,P-006436,2007.0,brick,146.0,2.0,True,109021.51,,,,
H-006438,P-006438,1989.0,brick,156.0,1.0,True,151740.44,,,,
H-006440,P-006440,2021.0,brick,127.0,2.0,True,118378.03,,,,
H-006443,P-006443,2003.0,concrete,52.0,1.0,True,42927.94,,,,
H-006445,P-006445,2016.0,brick,61.0,1.0,False,49904.18,,,,
H-006448,P-006448,1967.0,wood,118.0,2.0,True,91031.74,,,,
H-006453,P-006453,2018.0,concrete,176.0,2.0,True,168700.67,,,,
H-006454,P-006454,2014.0,brick,40.0,2.0,True,38620.09,,,,
C-006456,P-006456,,,,,,,office,B,715055.92,836950.18
H-006457,P-006457,1985.0,brick,54.0,2.0,True,45556.64,,,,
H-006465,P-006465,1965.0,brick,164.0,1.0,True,200311.9,,,,
H-006468,P-006468,1999.0,concrete,133.0,1.0,False,108271.7,,,,
H-006469,P-006469,2022.0,concrete,130.0,1.0,True,96999.9,,,,
H-006473,P-006473,1979.0,brick,157.0,2.0,True,102152.47,,,,
H-006474,P-006474,2021.0,brick,91.0,3.0,False,83548.68,,,,
H-006476,P-006476,2019.0,brick,40.0,1.0,False,41806.81,,,,
C-006481,P-006481,,,,,,,factory,B,1051931.11,2421584.48
H-006482,P-006482,1992.0,brick,183.0,1.0,True,197591.17,,,,
C-006484,P-006484,,,,,,,warehouse,B,3071644.97,1022585.65
H-006485,P-006485,1980.0,brick,135.0,3.0,True,161875.23,,,,
H-006486,P-006486,2021.0,concrete,136.0,2.0,True,119379.63,,,,
C-006487,P-006487,,,,,,,warehouse,B,3080902.13,1528887.1
H-006489,P-006489,1979.0,concrete,41.0,1.0,False,31538.37,,,,
H-006490,P-006490,1974.0,brick,139.0,3.0,True,133634.56,,,,
C-006491,P-006491,,,,,,,office,C,3500401.85,2466720.64
H-006493,P-006493,1982.0,brick,52.0,1.0,True,49018.02,,,,
H-006496,P-006496,1979.0,concrete,149.0,1.0,False,121435.61,,,,
H-006500,P-006500,2014.0,brick,142.0,1.0,False,152115.95,,,,
H-006501,P-006501,2017.0,brick,113.0,2.0,True,87159.35,,,,
C-006505,P-006505,,,,,,,warehouse,B,4846661.08,1717142.09
C-006506,P-006506,,,,,,,factory,B,2898714.8,1704856.27
H-006512,P-006512,2002.0,brick,174.0,1.0,False,132576.08,,,,
H-006514,P-006514,1997.0,brick,113.0,1.0,True,94348.9,,,,
H-006515,P-006515,1979.0,concrete,163.0,2.0,False,105713.79,,,,
H-006516,P-006516,2001.0,wood,115.0,2.0,True,104275.25,,,,
H-006518,P-006518,1976.0,brick,115.0,1.0,False,98161.46,,,,
H-006520,P-006520,1996.0,brick,145.0,2.0,True,159982.83,,,,
C-006521,P-006521,,,,,,,office,C,3659071.68,1500508.28
H-006522,P-006522,1965.0,brick,152.0,1.0,True,173409.93,,,,
C-006523,P-006523,,,,,,,warehouse,A,671769.71,448892.04
H-006524,P-006524,2002.0,brick,87.0,3.0,True,99889.43,,,,
C-006526,P-006526,,,,,,,factory,C,1692171.29,693103.77
H-006531,P-006531,1995.0,brick,144.0,2.0,True,84523.18,,,,
H-006537,P-006537,1970.0,brick,153.0,1.0,True,125827.48,,,,
C-006541,P-006541,,,,,,,office,A,1177989.86,152440.26
H-006545,P-006545,1992.0,brick,87.0,1.0,True,86047.64,,,,
H-006547,P-006547,1965.0,brick,83.0,1.0,True,74851.43,,,,
H-006548,P-006548,1967.0,brick,128.0,2.0,False,105900.32,,,,
H-006549,P-006549,1992.0,wood,162.0,2.0,True,145079.94,,,,
H-006554,P-006554,1997.0,concrete,163.0,2.0,True,111710.76,,,,
C-006555,P-006555,,,,,,,warehouse,None,4627773.37,1066341.42
H-006556,P-006556,2005.0,concrete,70.0,3.0,False,70339.93,,,,
H-006562,P-006562,1984.0,brick,119.0,1.0,False,150168.16,,,,
H-006563,P-006563,1965.0,brick,106.0,1.0,False,77499.5,,,,
C-006569,P-006569,,,,,,,factory,A,1678061.23,1660408.24
H-006572,P-006572,1983.0,brick,145.0,3.0,False,148915.69,,,,
H-006573,P-006573,1976.0,brick,76.0,3.0,False,74306.34,,,,
C-006577,P-006577,,,,,,,factory,C,1873240.98,1754159.94
C-006581,P-006581,,,,,,,warehouse,B,1398943.84,2153630.39
H-006584,P-006584,1970.0,brick,107.0,1.0,True,95870.65,,,,
C-006586,P-006586,,,,,,,office,B,4430093.43,1558301.11
H-006590,P-006590,2011.0,concrete,105.0,1.0,True,111556.62,,,,
H-006597,P-006597,2005.0,concrete,93.0,2.0,False,69477.96,,,,
H-006600,P-006600,2021.0,concrete,126.0,2.0,True,131754.83,,,,
H-006605,P-006605,1977.0,brick,56.0,1.0,False,52284.82,,,,
H-006611,P-006611,2020.0,concrete,73.0,2.0,True,80462.78,,,,
H-006614,P-006614,1993.0,concrete,93.0,2.0,False,71984.72,,,,
H-006615,P-006615,1967.0,concrete,124.0,2.0,True,97166.7,,,,
H-006617,P-006617,1968.0,brick,185.0,1.0,True,176101.06,,,,
H-006622,P-006622,1996.0,brick,120.0,1.0,False,111541.52,,,,
H-006625,P-006625,2009.0,brick,112.0,2.0,True,85109.48,,,,
H-006628,P-006628,1999.0,concrete,65.0,1.0,True,45472.08,,,,
H-006632,P-006632,1983.0,wood,112.0,1.0,False,143640.83,,,,
H-006634,P-006634,2009.0,brick,119.0,1.0,True,116717.72,,,,
C-006635,P-006635,,,,,,,office,C,4124138.91,492660.35
H-006640,P-006640,2022.0,brick,85.0,1.0,False,87888.88,,,,
C-006646,P-006646,,,,,,,factory,B,647706.7,2371874.35
H-006650,P-006650,2006.0,brick,190.0,2.0,False,156895.02,,,,
C-006655,P-006655,,,,,,,office,A,3425050.55,573835.3
H-006659,P-006659,2020.0,brick,96.0,1.0,True,79434.94,,,,
C-006660,P-006660,,,,,,,office,C,686683.08,1671352.63
H-006661,P-006661,1984.0,concrete,115.0,2.0,False,72982.15,,,,
C-006665,P-006665,,,,,,,factory,C,3495567.33,1132823.13
H-006667,P-006667,1976.0,brick,93.0,1.0,True,72499.04,,,,
C-006669,P-006669,,,,,,,office,A,1281026.55,788926.15
H-006671,P-006671,2020.0,concrete,82.0,2.0,False,52875.52,,,,
C-006673,P-006673,,,,,,,warehouse,C,462317.83,1263799.77
H-006677,P-006677,2009.0,brick,226.0,2.0,False,262619.26,,,,
C-006680,P-006680,,,,,,,factory,C,585922.54,2342318.53
H-006689,P-006689,2020.0,brick,182.0,1.0,False,141034.81,,,,
H-006690,P-006690,1980.0,brick,140.0,2.0,False,111152.96,,,,
H-006692,P-006692,1989.0,brick,59.0,2.0,True,66588.61,,,,
H-006695,P-006695,2020.0,brick,113.0,2.0,False,94761.22,,,,
C-006698,P-006698,,,,,,,factory,None,3366619.38,2186210.83
H-006701,P-006701,1995.0,wood,169.0,1.0,False,174090.05,,,,
C-006703,P-006703,,,,,,,office,C,2060971.55,745216.28
H-006705,P-006705,2015.0,brick,123.0,2.0,False,92679.6,,,,
H-006708,P-006708,2020.0,brick,113.0,2.0,False,71052.58,,,,
C-006712,P-006712,,,,,,,retail,C,3052298.74,1248008.81
C-006714,P-006714,,,,,,,office,C,2436791.19,1458104.69
H-006715,P-006715,1997.0,brick,225.0,2.0,True,277778.82,,,,
H-006719,P-006719,2006.0,brick,164.0,1.0,False,97997.1,,,,
H-006724,P-006724,2012.0,brick,115.0,3.0,True,123184.04,,,,
H-006725,P-006725,1992.0,brick,164.0,1.0,True,142969.13,,,,
C-006726,P-006726,,,,,,,factory,None,2010878.34,999570.38
H-006730,P-006730,2011.0,wood,105.0,1.0,True,93567.52,,,,
H-006735,P-006735,1987.0,brick,80.0,2.0,False,86655.85,,,,
H-006736,P-006736,2016.0,concrete,40.0,2.0,True,33532.76,,,,
C-006739,P-006739,,,,,,,retail,None,4214809.8,1623492.13
H-006743,P-006743,1993.0,brick,125.0,2.0,True,127346.61,,,,
C-006747,P-006747,,,,,,,warehouse,B,4760601.64,329415.45
C-006748,P-006748,,,,,,,warehouse,C,1382267.86,2220171.24
H-006750,P-006750,2020.0,brick,171.0,1.0,False,135820.13,,,,
H-006752,P-006752,2022.0,brick,100.0,1.0,True,58088.45,,,,
H-006753,P-006753,1967.0,brick,146.0,1.0,False,141322.79,,,,
H-006754,P-006754,2003.0,brick,40.0,2.0,True,38502.14,,,,
C-006757,P-006757,,,,,,,retail,A,1101710.94,515105.33
H-006759,P-006759,1990.0,brick,126.0,1.0,False,107723.46,,,,
H-006766,P-006766,1994.0,concrete,40.0,1.0,False,41839.1,,,,
H-006771,P-006771,1978.0,concrete,153.0,1.0,False,127563.95,,,,
C-006778,P-006778,,,,,,,factory,B,2217729.15,1050957.07
H-006781,P-006781,2014.0,brick,131.0,1.0,False,100345.08,,,,
C-006785,P-006785,,,,,,,office,C,4618703.46,2098522.44
C-006789,P-006789,,,,,,,warehouse,B,1165180.58,2192691.57
H-006791,P-006791,2022.0,concrete,92.0,1.0,True,88820.48,,,,
H-006797,P-006797,2007.0,brick,40.0,2.0,False,41030.2,,,,
H-006799,P-006799,2015.0,concrete,113.0,2.0,False,99927.57,,,,
H-006800,P-006800,2000.0,brick,71.0,2.0,False,60585.54,,,,
H-006802,P-006802,1973.0,brick,95.0,2.0,True,64433.54,,,,
H-006804,P-006804,2018.0,brick,111.0,3.0,False,103709.26,,,,
H-006806,P-006806,2002.0,brick,84.0,2.0,True,77319.47,,,,
C-006808,P-006808,,,,,,,warehouse,None,1764351.31,2342513.83
H-006810,P-006810,2008.0,concrete,143.0,1.0,False,141110.81,,,,
H-006811,P-006811,1966.0,brick,40.0,2.0,False,50538.93,,,,
H-006812,P-006812,2020.0,concrete,116.0,2.0,False,101532.96,,,,
H-006813,P-006813,1993.0,concrete,112.0,2.0,False,101009.85,,,,
H-006814,P-006814,1994.0,concrete,85.0,1.0,False,82045.29,,,,
H-006820,P-006820,2014.0,concrete,189.0,1.0,True,185312.22,,,,
H-006824,P-006824,2013.0,concrete,151.0,1.0,True,125676.73,,,,
H-006827,P-006827,1993.0,concrete,91.0,1.0,True,88886.18,,,,
H-006829,P-006829,1974.0,concrete,81.0,2.0,False,66968.77,,,,
H-006830,P-006830,2019.0,brick,101.0,2.0,True,102032.32,,,,
C-006832,P-006832,,,,,,,warehouse,None,4270668.62,330181.93
H-006833,P-006833,2000.0,concrete,122.0,1.0,False,118622.03,,,,
H-006836,P-006836,1983.0,brick,108.0,2.0,False,105828.94,,,,
H-006837,P-006837,1980.0,brick,94.0,2.0,False,93082.07,,,,
H-006838,P-006838,1977.0,concrete,76.0,2.0,True,49581.69,,,,
C-006840,P-006840,,,,,,,office,C,2412781.69,2473969.19
C-006845,P-006845,,,,,,,retail,C,3800830.33,1964669.18
H-006848,P-006848,1998.0,brick,112.0,1.0,True,118920.94,,,,
H-006850,P-006850,1968.0,brick,118.0,1.0,True,88020.08,,,,
H-006853,P-006853,1965.0,brick,115.0,1.0,False,102264.37,,,,
H-006856,P-006856,1986.0,brick,133.0,1.0,False,125835.66,,,,
H-006860,P-006860,1978.0,wood,124.0,3.0,True,144142.48,,,,
C-006861,P-006861,,,,,,,factory,None,3496464.29,1055660.42
C-006865,P-006865,,,,,,,warehouse,B,2141003.72,2186840.75
H-006866,P-006866,2013.0,brick,110.0,2.0,False,92570.65,,,,
H-006869,P-006869,1997.0,concrete,102.0,1.0,False,105525.99,,,,
C-006871,P-006871,,,,,,,warehouse,B,1378683.59,351339.3
C-006880,P-006880,,,,,,,retail,B,3928171.02,908736.65
H-006881,P-006881,1972.0,concrete,95.0,4.0,False,72521.02,,,,
H-006883,P-006883,1988.0,concrete,103.0,1.0,False,77676.97,,,,
H-006884,P-006884,2021.0,concrete,138.0,1.0,True,167452.35,,,,
H-006887,P-006887,1993.0,brick,83.0,1.0,True,54936.82,,,,
H-006888,P-006888,1977.0,brick,43.0,2.0,False,41561.64,,,,
H-006890,P-006890,1985.0,brick,97.0,2.0,False,95595.69,,,,
H-006892,P-006892,1974.0,brick,145.0,1.0,False,148199.42,,,,
H-006894,P-006894,2000.0,concrete,173.0,2.0,True,172001.65,,,,
C-006895,P-006895,,,,,,,office,A,1239320.77,670573.3
H-006897,P-006897,1965.0,brick,165.0,1.0,False,148019.54,,,,
H-006898,P-006898,1974.0,brick,153.0,3.0,False,130260.29,,,,
C-006901,P-006901,,,,,,,office,A,3082046.14,596571.08
H-006902,P-006902,1977.0,brick,130.0,2.0,True,107190.02,,,,
H-006903,P-006903,2009.0,brick,61.0,1.0,True,70704.25,,,,
H-006904,P-006904,1974.0,brick,88.0,1.0,False,63840.55,,,,
C-006909,P-006909,,,,,,,warehouse,None,3453031.53,2360476.44
H-006911,P-006911,2016.0,brick,155.0,2.0,False,100884.14,,,,
H-006913,P-006913,2020.0,brick,82.0,1.0,False,59994.08,,,,
H-006915,P-006915,2022.0,brick,119.0,2.0,False,130781.19,,,,
H-006917,P-006917,1976.0,brick,126.0,2.0,True,107657.35,,,,
H-006918,P-006918,2010.0,concrete,91.0,2.0,False,66829.0,,,,
C-006921,P-006921,,,,,,,factory,B,1854246.57,877351.78
H-006922,P-006922,1970.0,brick,115.0,2.0,True,102331.86,,,,
H-006923,P-006923,1983.0,concrete,61.0,1.0,False,38209.23,,,,
H-006924,P-006924,1972.0,brick,161.0,2.0,False,140397.06,,,,
H-006925,P-006925,1984.0,brick,128.0,1.0,False,130631.45,,,,
H-006928,P-006928,2006.0,concrete,136.0,1.0,True,105071.96,,,,
C-006929,P-006929,,,,,,,warehouse,A,309631.11,2231475.93
C-006931,P-006931,,,,,,,retail,B,2521151.89,1517005.49
H-006932,P-006932,1967.0,brick,91.0,3.0,False,79557.58,,,,
H-006934,P-006934,1976.0,brick,81.0,2.0,True,72678.14,,,,
H-006939,P-006939,1979.0,concrete,162.0,1.0,True,183379.88,,,,
C-006944,P-006944,,,,,,,retail,A,3883035.57,595545.13
H-006945,P-006945,1979.0,concrete,126.0,1.0,True,132486.87,,,,
C-006946,P-006946,,,,,,,warehouse,B,3948008.84,2387259.23
H-006948,P-006948,2011.0,concrete,40.0,1.0,False,36165.87,,,,
H-006949,P-006949,1978.0,brick,101.0,1.0,True,81983.6,,,,
C-006961,P-006961,,,,,,,office,A,4550934.46,409289.79
H-006962,P-006962,1988.0,concrete,40.0,1.0,True,37532.42,,,,
H-006968,P-006968,1988.0,concrete,172.0,1.0,False,171767.83,,,,
H-006970,P-006970,2006.0,concrete,197.0,1.0,True,248456.34,,,,
H-006971,P-006971,1989.0,brick,138.0,1.0,False,151870.59,,,,
H-006973,P-006973,1990.0,brick,40.0,1.0,True,31687.31,,,,
H-006974,P-006974,1982.0,brick,140.0,1.0,True,136288.27,,,,
C-006976,P-006976,,,,,,,warehouse,A,4491776.34,1370490.49
H-006980,P-006980,1970.0,brick,153.0,1.0,False,133461.49,,,,
H-006982,P-006982,1970.0,brick,118.0,2.0,False,104177.48,,,,
H-006984,P-006984,2006.0,concrete,179.0,1.0,True,208916.75,,,,
H-006985,P-006985,2001.0,brick,144.0,1.0,True,126726.72,,,,
H-006987,P-006987,2000.0,wood,122.0,1.0,True,103522.08,,,,
H-006991,P-006991,1990.0,concrete,100.0,2.0,False,95088.37,,,,
H-006992,P-006992,2006.0,concrete,68.0,3.0,True,67048.43,,,,
H-006994,P-006994,1986.0,brick,75.0,1.0,True,55698.87,,,,
H-006997,P-006997,1989.0,brick,100.0,2.0,True,77034.52,,,,
H-006998,P-006998,1982.0,wood,119.0,1.0,False,81168.95,,,,
H-007003,P-007003,2018.0,concrete,65.0,1.0,True,37693.73,,,,
C-007009,P-007009,,,,,,,office,B,2473960.91,141982.69
H-007010,P-007010,1993.0,brick,67.0,1.0,False,53104.8,,,,
C-007012,P-007012,,,,,,,office,C,515267.53,1053297.42
C-007013,P-007013,,,,,,,factory,B,373070.84,970809.37
H-007018,P-007018,2012.0,wood,137.0,1.0,True,148034.3,,,,
H-007019,P-007019,2017.0,concrete,102.0,1.0,True,105804.76,,,,
H-007020,P-007020,2017.0,wood,64.0,2.0,False,53617.27,,,,
C-007022,P-007022,,,,,,,office,None,3865567.61,1612857.05
H-007023,P-007023,2001.0,concrete,49.0,3.0,True,46579.99,,,,
H-007025,P-007025,2003.0,brick,173.0,2.0,True,146581.35,,,,
H-007026,P-007026,2001.0,brick,154.0,2.0,True,130037.95,,,,
H-007029,P-007029,1981.0,brick,158.0,3.0,True,118839.89,,,,
H-007033,P-007033,2011.0,brick,63.0,2.0,True,59837.4,,,,
H-007034,P-007034,1973.0,brick,148.0,1.0,True,146297.38,,,,
H-007039,P-007039,1988.0,concrete,100.0,1.0,True,82421.94,,,,
