vehicle_id,policy_id,make,model,year,annual_mileage,telematics_score,night_driving_pct,hard_brakes_per_100km,overspeed_events_per_100km,phone_use_pct
V-006534,P-006534,Skoda,Fabia,2008,16317,68.4,0.392,6.9,2.0,0.187
V-006535,P-006535,Toyota,Yaris,2013,3933,79.4,0.641,1.0,1.3,0.431
V-006536,P-006536,Renault,Clio,2020,11870,70.6,0.343,11.9,2.7,0.242
V-006538,P-006538,Toyota,RAV4,2015,3726,72.0,0.228,8.4,6.1,0.093
V-006539,P-006539,Dacia,Duster,2007,15083,83.6,0.639,5.3,2.0,0.23
V-006540,P-006540,Volkswagen,Golf,2017,14696,60.4,0.345,2.6,2.2,0.021
V-006542,P-006542,Skoda,Superb,2018,16004,72.1,0.028,4.7,0.4,0.208
V-006543,P-006543,Skoda,Superb,2017,7563,84.6,0.327,2.2,0.5,0.23
V-006544,P-006544,Skoda,Fabia,2018,17255,72.7,0.612,1.4,0.8,0.209
V-006546,P-006546,Volkswagen,Polo,2016,15580,65.5,0.174,2.2,7.4,0.139
V-006550,P-006550,Renault,Captur,2007,8913,68.9,0.201,3.8,2.4,0.061
V-006551,P-006551,Renault,Megane,2012,4789,93.0,0.242,2.3,0.7,0.375
V-006552,P-006552,Volkswagen,Golf,2024,10319,87.6,0.374,0.5,0.5,0.468
V-006553,P-006553,Volkswagen,Polo,2017,17381,61.6,0.582,16.2,0.6,0.324
V-006557,P-006557,Volkswagen,Passat,2005,11500,80.0,0.109,2.7,1.5,0.221
V-006558,P-006558,Dacia,Duster,2011,3393,94.0,0.196,0.8,0.4,0.378
V-006559,P-006559,Skoda,Fabia,2024,19826,55.4,0.215,2.9,2.1,0.172
V-006560,P-006560,Dacia,Logan,2007,12201,79.1,0.229,9.7,1.8,0.236
V-006561,P-006561,Toyota,RAV4,2013,24310,82.0,0.209,2.1,0.8,0.082
V-006565,P-006565,Toyota,RAV4,2017,23910,70.6,0.422,8.4,2.5,0.513
V-006566,P-006566,Renault,Captur,2006,3531,62.8,0.147,5.0,1.2,0.257
V-006567,P-006567,Volkswagen,Passat,2019,13353,86.9,0.409,0.8,7.7,0.415
V-006568,P-006568,Volkswagen,Passat,2013,11435,98.0,0.129,2.3,2.4,0.276
V-006570,P-006570,Toyota,RAV4,2014,15622,80.3,0.394,9.4,0.5,0.338
V-006571,P-006571,Renault,Captur,2014,13539,62.7,0.351,1.3,4.9,0.19
V-006574,P-006574,Renault,Captur,2013,14520,82.7,0.177,0.6,0.9,0.287
V-006575,P-006575,Skoda,Fabia,2008,10430,62.4,0.731,1.2,0.0,0.305
V-006578,P-006578,Toyota,RAV4,2005,12886,58.9,0.338,3.3,1.8,0.169
V-006579,P-006579,Renault,Captur,2019,2733,54.0,0.445,3.3,3.1,0.581
V-006580,P-006580,Renault,Megane,2005,13447,62.4,0.175,3.2,0.7,0.337
V-006582,P-006582,Toyota,Yaris,2017,8393,59.8,0.088,1.2,2.1,0.035
V-006585,P-006585,Renault,Captur,2012,12111,69.9,0.274,7.2,3.5,0.273
V-006587,P-006587,Dacia,Sandero,2020,11541,90.9,0.507,8.2,4.0,0.216
V-006593,P-006593,Renault,Clio,2024,3428,67.5,0.375,2.0,2.0,0.21
V-006594,P-006594,Volkswagen,Golf,2015,19114,80.1,0.118,4.7,1.6,0.113
V-006595,P-006595,Toyota,RAV4,2016,2115,81.0,0.234,4.2,4.2,0.426
V-006596,P-006596,Volkswagen,Polo,2012,14297,82.2,0.087,17.3,0.4,0.211
V-006598,P-006598,Toyota,Corolla,2005,18276,59.3,0.423,1.5,0.3,0.377
V-006599,P-006599,Skoda,Fabia,2023,16735,65.2,0.349,3.9,1.4,0.143
V-006601,P-006601,Skoda,Octavia,2005,13557,82.4,0.397,4.6,7.2,0.298
V-006604,P-006604,Volkswagen,Golf,2024,17571,67.3,0.283,0.7,3.1,0.485
V-006606,P-006606,Volkswagen,Golf,2015,10359,71.7,0.45,3.9,0.1,0.255
V-006608,P-006608,Toyota,Yaris,2019,9812,59.7,0.139,4.4,7.5,0.278
V-006609,P-006609,Toyota,Yaris,2009,17936,85.4,0.476,1.8,1.3,0.41
V-006610,P-006610,Volkswagen,Passat,2009,16985,56.1,0.478,6.2,1.6,0.176
V-006612,P-006612,Skoda,Superb,2016,9723,46.7,0.71,2.1,4.7,0.57
V-006613,P-006613,Renault,Captur,2024,10566,60.3,0.158,14.9,0.3,0.721
V-006616,P-006616,Volkswagen,Polo,2010,11546,70.8,0.473,3.1,3.8,0.26
V-006618,P-006618,Volkswagen,Passat,2021,10719,68.8,0.228,0.1,0.9,0.318
V-006621,P-006621,Volkswagen,Golf,2012,7614,86.8,0.152,10.5,1.5,0.391
V-006623,P-006623,Volkswagen,Passat,2015,15862,73.3,0.148,12.4,3.0,0.076
V-006624,P-006624,Skoda,Octavia,2016,12422,66.8,0.424,2.0,0.8,0.356
V-006626,P-006626,Toyota,Yaris,2005,7735,77.5,0.374,1.8,0.6,0.395
V-006627,P-006627,Toyota,RAV4,2008,21003,63.9,0.402,1.0,0.2,0.333
V-006629,P-006629,Volkswagen,Passat,2009,16684,85.0,0.308,7.8,5.6,0.289
V-006630,P-006630,Renault,Clio,2005,4745,62.9,0.077,1.5,0.1,0.144
V-006631,P-006631,Skoda,Fabia,2024,21221,65.5,0.284,2.1,0.4,0.2
V-006633,P-006633,Toyota,Yaris,2021,15658,71.4,0.088,10.6,2.5,0.372
V-006636,P-006636,Dacia,Sandero,2016,14364,65.1,0.463,8.2,1.4,0.576
V-006637,P-006637,Skoda,Fabia,2010,4556,57.9,0.103,7.1,1.5,0.135
V-006638,P-006638,Dacia,Logan,2021,20840,68.4,0.29,0.9,1.6,0.141
V-006639,P-006639,Skoda,Octavia,2019,13697,52.8,0.086,6.9,1.3,0.151
V-006642,P-006642,Toyota,RAV4,2008,22562,74.9,0.198,1.6,3.7,0.367
V-006643,P-006643,Renault,Megane,2007,9583,77.1,0.226,0.9,1.4,0.092
V-006644,P-006644,Skoda,Superb,2009,3115,75.2,0.621,5.6,4.5,0.264
V-006647,P-006647,Skoda,Fabia,2005,25960,66.0,0.458,5.9,4.0,0.373
V-006648,P-006648,Toyota,RAV4,2022,21979,55.5,0.244,1.0,2.5,0.097
V-006649,P-006649,Skoda,Fabia,2014,17583,74.4,0.347,4.3,3.2,0.315
V-006651,P-006651,Renault,Megane,2010,17102,64.5,0.258,5.1,1.9,0.405
V-006653,P-006653,Renault,Megane,2021,18027,72.3,0.058,0.4,0.4,0.17
V-006656,P-006656,Skoda,Octavia,2010,11287,41.5,0.031,7.1,2.1,0.433
V-006658,P-006658,Toyota,Yaris,2005,8859,71.6,0.551,6.1,2.2,0.102
V-006662,P-006662,Toyota,RAV4,2020,9551,59.2,0.185,5.5,2.0,0.199
V-006663,P-006663,Renault,Megane,2010,7465,59.2,0.241,10.3,2.1,0.259
V-006664,P-006664,Volkswagen,Polo,2010,10648,78.7,0.537,3.0,2.1,0.254
V-006666,P-006666,Dacia,Duster,2016,17347,70.4,0.683,2.6,1.4,0.558
V-006668,P-006668,Toyota,RAV4,2013,19488,83.0,0.14,0.2,0.4,0.133
V-006670,P-006670,Renault,Clio,2007,16626,79.8,0.341,6.8,4.1,0.109
V-006672,P-006672,Skoda,Superb,2012,9681,62.8,0.083,30.0,1.0,0.176
V-006674,P-006674,Skoda,Octavia,2023,10317,77.2,0.113,2.2,0.4,0.288
V-006675,P-006675,Renault,Captur,2020,11505,51.1,0.245,10.3,9.3,0.239
V-006676,P-006676,Volkswagen,Golf,2010,11372,56.8,0.209,5.8,1.1,0.343
V-006679,P-006679,Renault,Clio,2024,9804,63.0,0.266,2.9,0.7,0.087
V-006682,P-006682,Dacia,Sandero,2011,18884,83.0,0.145,3.7,4.5,0.069
V-006683,P-006683,Dacia,Duster,2019,16144,80.2,0.075,0.5,1.2,0.317
V-006684,P-006684,Skoda,Octavia,2020,8218,61.7,0.385,2.1,0.9,0.4
V-006686,P-006686,Toyota,Corolla,2016,12788,63.9,0.139,5.7,1.1,0.252
V-006687,P-006687,Volkswagen,Polo,2006,11742,67.8,0.358,0.7,1.4,0.057
V-006688,P-006688,Dacia,Sandero,2024,19351,61.5,0.219,1.5,2.7,0.426
V-006691,P-006691,Skoda,Octavia,2019,10469,48.2,0.44,4.2,2.1,0.497
V-006693,P-006693,Renault,Clio,2018,11208,49.4,0.54,2.6,0.2,0.377
V-006694,P-006694,Skoda,Octavia,2008,17264,49.4,0.333,1.9,1.9,0.297
V-006696,P-006696,Dacia,Duster,2011,14758,66.3,0.341,1.0,4.1,0.215
V-006697,P-006697,Volkswagen,Golf,2016,9361,74.5,0.299,1.3,2.8,0.044
V-006699,P-006699,Volkswagen,Golf,2016,5807,76.0,0.291,6.3,0.3,0.326
V-006709,P-006709,Toyota,Yaris,2016,5871,63.6,0.515,11.4,2.7,0.108
V-006710,P-006710,Toyota,Corolla,2011,14861,78.1,0.156,0.8,3.4,0.337
V-006713,P-006713,Dacia,Duster,2016,19325,79.6,0.099,2.0,0.8,0.418
V-006716,P-006716,Skoda,Fabia,2023,12215,50.2,0.427,1.0,5.2,0.096
V-006717,P-006717,Renault,Clio,2024,5004,76.5,0.231,3.4,2.2,0.286
V-006718,P-006718,Dacia,Sandero,2023,14387,71.5,0.26,2.9,4.5,0.392
V-006720,P-006720,Renault,Megane,2023,4566,58.3,0.148,8.8,0.5,0.261
V-006722,P-006722,Skoda,Superb,2022,2000,49.6,0.188,6.5,1.3,0.41
V-006723,P-006723,Toyota,Corolla,2008,2000,84.9,0.108,6.2,1.3,0.445
V-006727,P-006727,Volkswagen,Passat,2024,2000,69.5,0.237,2.3,1.1,0.229
V-006732,P-006732,Renault,Clio,2013,17945,58.3,0.341,5.5,1.5,0.119
V-006733,P-006733,Skoda,Superb,2010,23483,74.9,0.304,2.7,1.9,0.283
V-006734,P-006734,Renault,Clio,2018,16290,79.2,0.153,8.5,5.3,0.321
V-006737,P-006737,Toyota,Corolla,2019,11436,66.1,0.299,2.5,1.0,0.411
V-006738,P-006738,Volkswagen,Passat,2008,6143,67.5,0.102,6.6,0.6,0.219
V-006740,P-006740,Volkswagen,Passat,2022,5240,58.5,0.297,8.4,3.0,0.218
V-006741,P-006741,Renault,Captur,2017,21256,68.5,0.19,6.0,6.7,0.382
V-006742,P-006742,Skoda,Fabia,2015,6503,74.0,0.158,11.4,3.3,0.465
V-006744,P-006744,Toyota,RAV4,2008,18232,77.3,0.141,3.7,1.7,0.44
V-006745,P-006745,Skoda,Fabia,2008,11879,65.6,0.683,5.3,1.9,0.059
V-006749,P-006749,Skoda,Superb,2017,4441,56.5,0.546,2.1,8.7,0.277
V-006751,P-006751,Volkswagen,Golf,2012,11268,54.8,0.064,0.1,1.4,0.313
V-006755,P-006755,Toyota,RAV4,2013,5589,75.5,0.631,0.9,1.7,0.096
V-006758,P-006758,Volkswagen,Polo,2024,5874,70.5,0.311,10.4,0.5,0.341
V-006760,P-006760,Toyota,Yaris,2014,6395,51.9,0.158,2.0,0.3,0.241
V-006761,P-006761,Toyota,Yaris,2007,15432,76.6,0.567,3.1,1.0,0.212
V-006762,P-006762,Skoda,Fabia,2019,13174,52.6,0.479,5.9,4.0,0.056
V-006763,P-006763,Skoda,Octavia,2023,14562,74.8,0.265,4.2,2.3,0.558
V-006764,P-006764,Toyota,RAV4,2018,15180,84.2,0.335,13.2,0.3,0.234
V-006765,P-006765,Dacia,Sandero,2016,2000,77.4,0.354,2.3,4.0,0.146
V-006768,P-006768,Toyota,Corolla,2020,14656,74.0,0.155,1.9,2.1,0.205
V-006769,P-006769,Renault,Megane,2018,8907,72.6,0.565,4.2,5.1,0.041
V-006770,P-006770,Toyota,Corolla,2013,6605,76.5,0.295,10.7,2.2,0.424
V-006772,P-006772,Volkswagen,Passat,2022,7065,66.7,0.159,1.3,1.4,0.141
V-006773,P-006773,Skoda,Octavia,2020,9717,80.0,0.03,4.3,2.7,0.226
V-006774,P-006774,Renault,Clio,2019,9786,66.3,0.389,1.1,0.8,0.44
V-006775,P-006775,Renault,Megane,2007,10623,80.8,0.161,4.4,2.9,0.229
V-006776,P-006776,Dacia,Logan,2021,18126,65.6,0.277,7.2,1.7,0.221
V-006777,P-006777,Toyota,Yaris,2022,17694,72.1,0.199,2.2,2.3,0.177
V-006779,P-006779,Skoda,Superb,2020,16011,89.8,0.226,12.1,0.9,0.037
V-006780,P-006780,Dacia,Logan,2017,6240,81.3,0.655,6.5,0.8,0.396
V-006782,P-006782,Volkswagen,Passat,2024,2715,72.4,0.151,2.3,0.5,0.571
V-006783,P-006783,Renault,Captur,2022,5720,85.8,0.662,6.6,1.2,0.177
V-006784,P-006784,Toyota,Corolla,2006,10050,70.3,0.071,4.5,1.1,0.208
V-006786,P-006786,Skoda,Superb,2017,17982,71.6,0.194,7.1,1.2,0.565
V-006787,P-006787,Toyota,Yaris,2005,6170,68.1,0.128,3.6,0.9,0.485
V-006790,P-006790,Volkswagen,Golf,2012,8830,83.5,0.315,10.8,1.5,0.08
V-006792,P-006792,Dacia,Logan,2017,11708,75.6,0.303,4.1,0.1,0.16
V-006794,P-006794,Renault,Megane,2014,11527,85.0,0.221,8.0,2.5,0.272
V-006795,P-006795,Renault,Captur,2024,26036,87.3,0.287,3.4,6.3,0.311
V-006796,P-006796,Volkswagen,Golf,2007,9850,62.1,0.337,8.2,2.2,0.147
V-006798,P-006798,Toyota,RAV4,2012,13039,74.6,0.077,10.4,0.6,0.07
V-006803,P-006803,Dacia,Sandero,2011,7051,60.9,0.114,9.2,8.2,0.292
V-006805,P-006805,Volkswagen,Golf,2008,9109,60.0,0.09,1.4,0.9,0.479
V-006807,P-006807,Skoda,Octavia,2020,7586,53.7,0.039,2.2,0.9,0.245
V-006816,P-006816,Volkswagen,Polo,2014,13869,92.4,0.185,3.5,4.5,0.483
V-006817,P-006817,Toyota,RAV4,2009,9811,67.0,0.508,3.7,0.5,0.396
V-006819,P-006819,Volkswagen,Polo,2009,6918,86.6,0.143,4.0,2.4,0.168
V-006821,P-006821,Toyota,Corolla,2015,14239,55.7,0.221,0.6,0.2,0.189
V-006822,P-006822,Skoda,Octavia,2014,21180,62.4,0.272,5.6,1.7,0.189
V-006823,P-006823,Skoda,Fabia,2006,17667,57.4,0.09,4.2,3.4,0.206
V-006825,P-006825,Renault,Megane,2022,18713,52.6,0.125,7.1,2.0,0.385
V-006826,P-006826,Volkswagen,Passat,2022,9745,68.8,0.146,5.6,10.3,0.111
V-006831,P-006831,Dacia,Duster,2007,8795,65.8,0.21,2.4,5.6,0.562
V-006834,P-006834,Toyota,Yaris,2014,8122,65.7,0.224,1.5,5.2,0.328
V-006835,P-006835,Skoda,Fabia,2010,13829,53.3,0.141,2.4,0.7,0.258
V-006839,P-006839,Renault,Megane,2010,18044,74.5,0.234,5.9,2.0,0.449
V-006841,P-006841,Volkswagen,Golf,2023,16353,85.9,0.348,3.6,0.9,0.049
V-006842,P-006842,Volkswagen,Polo,2018,23497,78.7,0.443,7.5,3.9,0.318
V-006843,P-006843,Dacia,Sandero,2017,19986,90.7,0.566,2.8,4.9,0.325
V-006846,P-006846,Volkswagen,Passat,2016,16041,79.2,0.136,1.9,1.9,0.486
V-006847,P-006847,Skoda,Fabia,2013,17962,66.9,0.343,12.7,2.5,0.361
V-006851,P-006851,Volkswagen,Polo,2006,11465,88.8,0.265,10.8,4.2,0.16
V-006852,P-006852,Dacia,Duster,2012,7646,85.9,0.141,0.4,0.9,0.095
V-006854,P-006854,Volkswagen,Golf,2013,12142,74.3,0.314,3.4,0.3,0.181
V-006855,P-006855,Renault,Megane,2024,23354,77.0,0.19,2.0,3.0,0.46
V-006857,P-006857,Dacia,Sandero,2018,2906,97.2,0.552,16.5,2.3,0.058
V-006859,P-006859,Volkswagen,Passat,2014,20331,82.6,0.188,4.9,2.4,0.198
V-006862,P-006862,Toyota,Yaris,2019,16010,69.8,0.044,9.5,1.0,0.433
V-006864,P-006864,Toyota,Yaris,2023,4468,95.4,0.225,0.5,0.7,0.273
V-006867,P-006867,Skoda,Fabia,2024,9566,85.8,0.124,0.6,0.4,0.225
V-006868,P-006868,Skoda,Superb,2022,5884,92.7,0.499,5.7,2.6,0.373
V-006870,P-006870,Renault,Captur,2005,15185,76.0,0.552,1.4,4.4,0.364
V-006874,P-006874,Renault,Clio,2016,18878,46.5,0.122,3.6,6.2,0.408
V-006876,P-006876,Volkswagen,Golf,2006,21267,82.1,0.231,5.9,9.5,0.323
V-006877,P-006877,Dacia,Logan,2020,10720,82.9,0.594,9.0,1.3,0.293
V-006878,P-006878,Renault,Megane,2009,7724,69.4,0.14,11.4,1.2,0.172
V-006882,P-006882,Toyota,RAV4,2020,6058,96.1,0.087,14.3,8.9,0.309
V-006886,P-006886,Toyota,Corolla,2006,17202,65.9,0.213,7.3,0.4,0.071
V-006889,P-006889,Volkswagen,Passat,2018,19540,58.1,0.21,1.2,0.1,0.251
V-006896,P-006896,Dacia,Logan,2006,17264,63.3,0.305,2.1,2.8,0.071
V-006899,P-006899,Skoda,Octavia,2012,10666,61.7,0.107,10.4,0.6,0.191
V-006906,P-006906,Skoda,Superb,2011,3752,77.6,0.35,11.6,3.1,0.109
V-006907,P-006907,Skoda,Superb,2006,15497,55.0,0.069,0.5,3.4,0.342
V-006908,P-006908,Skoda,Fabia,2009,13141,64.3,0.127,2.7,7.2,0.366
V-006910,P-006910,Dacia,Sandero,2005,10028,74.0,0.276,1.9,0.1,0.196
V-006914,P-006914,Volkswagen,Golf,2008,8698,61.3,0.121,1.1,0.5,0.191
V-006916,P-006916,Skoda,Octavia,2009,17049,57.0,0.532,0.1,8.9,0.213
V-006919,P-006919,Renault,Captur,2007,17497,67.0,0.107,0.2,1.6,0.231
V-006920,P-006920,Volkswagen,Polo,2007,10108,67.4,0.079,4.6,4.1,0.065
V-006927,P-006927,Renault,Captur,2018,16582,44.4,0.303,8.3,1.8,0.129
V-006936,P-006936,Dacia,Logan,2009,17029,78.3,0.341,2.5,2.2,0.161
V-006937,P-006937,Renault,Captur,2014,10718,48.0,0.381,3.9,0.2,0.3
V-006940,P-006940,Renault,Clio,2023,11832,63.7,0.427,6.0,5.6,0.413
V-006941,P-006941,Skoda,Octavia,2009,13710,71.0,0.268,5.3,0.6,0.245
V-006942,P-006942,Skoda,Fabia,2015,15349,62.0,0.42,6.2,10.8,0.156
V-006943,P-006943,Renault,Megane,2023,9250,73.6,0.244,3.9,2.2,0.137
V-006947,P-006947,Volkswagen,Golf,2010,8722,57.3,0.592,3.5,0.2,0.199
V-006951,P-006951,Skoda,Octavia,2013,23782,63.8,0.122,9.5,0.6,0.196
V-006952,P-006952,Skoda,Superb,2011,16010,86.0,0.189,3.2,4.2,0.128
V-006953,P-006953,Dacia,Logan,2022,7760,63.6,0.273,1.4,2.0,0.104
V-006955,P-006955,Renault,Clio,2006,7126,48.4,0.251,1.0,0.4,0.242
V-006956,P-006956,Toyota,Corolla,2018,9517,82.3,0.208,0.5,0.7,0.022
V-006957,P-006957,Volkswagen,Golf,2017,10840,61.8,0.384,10.1,1.2,0.133
V-006958,P-006958,Skoda,Superb,2017,9142,59.0,0.184,6.0,0.3,0.094
V-006959,P-006959,Toyota,Corolla,2013,13754,71.8,0.11,3.6,3.6,0.248
V-006960,P-006960,Dacia,Duster,2008,2000,64.7,0.245,12.0,1.6,0.488
V-006963,P-006963,Volkswagen,Polo,2007,7271,62.5,0.298,1.7,3.7,0.208
V-006964,P-006964,Toyota,Yaris,2017,18395,86.4,0.314,10.9,0.7,0.075
V-006965,P-006965,Dacia,Duster,2013,4526,71.6,0.224,2.6,2.0,0.38
V-006967,P-006967,Renault,Captur,2017,11838,76.3,0.229,9.7,2.4,0.282
V-006972,P-006972,Volkswagen,Golf,2019,2000,70.7,0.183,4.2,0.4,0.249
V-006975,P-006975,Dacia,Sandero,2022,22075,75.8,0.377,2.2,8.0,0.486
V-006978,P-006978,Volkswagen,Golf,2006,3146,84.2,0.518,2.2,0.9,0.286
V-006979,P-006979,Skoda,Superb,2021,17626,77.4,0.246,7.3,3.1,0.372
V-006983,P-006983,Skoda,Octavia,2012,12861,47.3,0.188,9.4,1.8,0.311
V-006986,P-006986,Skoda,Fabia,2020,14538,70.2,0.218,2.7,2.4,0.297
V-006989,P-006989,Dacia,Duster,2019,2000,84.3,0.2,1.2,0.5,0.302
V-006990,P-006990,Skoda,Fabia,2011,5552,60.1,0.265,12.8,3.2,0.432
V-006995,P-006995,Renault,Clio,2020,19405,71.8,0.327,14.9,4.0,0.246
V-006996,P-006996,Skoda,Octavia,2017,19357,55.6,0.183,4.5,3.9,0.361
V-006999,P-006999,Volkswagen,Passat,2018,10540,68.5,0.438,6.3,2.5,0.263
V-007004,P-007004,Dacia,Duster,2012,14021,77.5,0.171,3.2,7.7,0.375
V-007006,P-007006,Volkswagen,Golf,2015,15010,68.2,0.56,0.4,0.0,0.372
V-007007,P-007007,Toyota,RAV4,2021,7173,50.6,0.381,4.0,6.9,0.558
V-007008,P-007008,Dacia,Logan,2016,12909,62.2,0.045,1.3,1.1,0.485
V-007011,P-007011,Toyota,Corolla,2024,4139,65.3,0.146,6.0,7.4,0.135
V-007014,P-007014,Toyota,Corolla,2022,31582,54.0,0.475,3.5,1.3,0.442
V-007015,P-007015,Renault,Megane,2016,17189,59.9,0.304,1.7,2.9,0.216
V-007016,P-007016,Dacia,Sandero,2005,6225,53.0,0.449,15.0,2.7,0.015
V-007024,P-007024,Dacia,Duster,2016,12129,55.5,0.198,2.7,5.7,0.23
V-007027,P-007027,Toyota,Corolla,2010,3494,63.7,0.089,1.5,0.9,0.088
V-007028,P-007028,Skoda,Fabia,2016,5559,80.5,0.136,1.7,5.2,0.331
V-007030,P-007030,Skoda,Fabia,2010,7378,60.7,0.214,0.5,3.9,0.12
V-007032,P-007032,Skoda,Fabia,2019,8874,82.1,0.199,1.2,2.0,0.07
V-007037,P-007037,Renault,Clio,2023,16161,62.9,0.549,3.5,3.0,0.203
V-007038,P-007038,Renault,Captur,2007,4606,66.3,0.705,0.6,3.7,0.244
V-007041,P-007041,Toyota,RAV4,2015,10501,90.3,0.167,1.0,1.6,0.132
V-007042,P-007042,Dacia,Duster,2016,11656,66.9,0.272,1.8,2.7,0.226
V-007048,P-007048,Renault,Captur,2015,2000,74.2,0.184,1.0,2.7,0.287
V-007051,P-007051,Toyota,Yaris,2008,14716,79.6,0.149,12.1,0.4,0.215
V-007052,P-007052,Dacia,Logan,2011,11568,87.4,0.204,3.3,1.6,0.436
V-007055,P-007055,Toyota,Yaris,2020,2725,74.4,0.198,2.0,5.4,0.418
V-007056,P-007056,Renault,Clio,2018,7513,78.2,0.489,3.4,2.5,0.155
V-007061,P-007061,Toyota,RAV4,2020,6902,88.8,0.376,6.6,1.1,0.324
V-007064,P-007064,Toyota,Corolla,2014,5800,60.0,0.522,6.3,0.9,0.102
V-007065,P-007065,Toyota,RAV4,2013,6611,67.8,0.031,3.2,1.5,0.331
V-007066,P-007066,Volkswagen,Polo,2018,2000,59.4,0.47,1.8,0.6,0.355
V-007067,P-007067,Toyota,Corolla,2014,14728,79.9,0.373,5.0,4.4,0.152
V-007069,P-007069,Renault,Captur,2016,10862,71.6,0.333,2.4,4.8,0.17
V-007075,P-007075,Skoda,Fabia,2017,15265,60.5,0.347,4.6,0.8,0.089
V-007076,P-007076,Toyota,Corolla,2010,2422,75.4,0.504,2.7,0.5,0.138
V-007079,P-007079,Toyota,Corolla,2018,21267,60.6,0.748,1.2,0.8,0.288
V-007083,P-007083,Dacia,Logan,2011,14195,61.7,0.326,1.0,2.8,0.155
V-007085,P-007085,Volkswagen,Golf,2024,13202,85.2,0.286,1.0,1.6,0.513
V-007088,P-007088,Skoda,Fabia,2014,7471,70.6,0.387,2.0,0.3,0.249
V-007089,P-007089,Toyota,Corolla,2021,16470,55.7,0.317,2.5,1.9,0.255
V-007090,P-007090,Volkswagen,Polo,2010,18000,45.8,0.334,6.2,3.2,0.575
V-007093,P-007093,Volkswagen,Passat,2012,18348,75.0,0.056,0.2,1.2,0.476
V-007095,P-007095,Volkswagen,Polo,2023,17938,78.0,0.407,7.1,3.3,0.316
V-007097,P-007097,Dacia,Logan,2014,15963,80.4,0.28,1.9,2.9,0.5
V-007098,P-007098,Toyota,Corolla,2019,7594,71.7,0.492,1.4,2.0,0.093
V-007100,P-007100,Dacia,Sandero,2016,18854,46.4,0.744,0.6,2.7,0.188
V-007104,P-007104,Renault,Captur,2012,10059,65.1,0.241,0.1,6.3,0.108
V-007106,P-007106,Renault,Captur,2008,10438,67.8,0.038,2.5,1.0,0.328
V-007110,P-007110,Volkswagen,Passat,2020,10364,87.0,0.523,2.0,2.1,0.214
V-007113,P-007113,Renault,Captur,2012,24256,70.0,0.358,4.3,0.9,0.441
V-007114,P-007114,Dacia,Logan,2024,10024,76.8,0.205,4.8,0.6,0.367
V-007117,P-007117,Dacia,Duster,2015,11567,77.6,0.071,15.3,2.4,0.306
V-007119,P-007119,Dacia,Duster,2013,16769,72.4,0.252,6.3,1.3,0.181
V-007120,P-007120,Renault,Clio,2019,26060,49.5,0.141,0.4,1.6,0.098
V-007121,P-007121,Volkswagen,Polo,2015,8451,90.7,0.636,2.2,2.7,0.354
V-007122,P-007122,Volkswagen,Polo,2015,19678,62.2,0.271,2.2,5.4,0.222
V-007123,P-007123,Dacia,Duster,2017,14628,73.6,0.307,4.1,15.4,0.31
V-007124,P-007124,Renault,Megane,2010,24378,60.7,0.137,3.5,2.6,0.565
V-007127,P-007127,Dacia,Duster,2012,8307,54.9,0.224,3.3,0.9,0.4
V-007128,P-007128,Dacia,Sandero,2013,10638,62.9,0.297,1.0,3.8,0.327
V-007130,P-007130,Volkswagen,Polo,2017,12471,66.6,0.213,4.9,1.9,0.229
V-007132,P-007132,Toyota,Corolla,2022,8555,70.8,0.325,0.8,4.6,0.254
V-007138,P-007138,Dacia,Logan,2015,13676,80.9,0.166,15.6,0.2,0.178
V-007139,P-007139,Volkswagen,Golf,2006,16517,72.6,0.394,1.1,7.6,0.15
V-007140,P-007140,Skoda,Fabia,2015,20658,74.1,0.276,13.7,0.6,0.554
V-007142,P-007142,Renault,Megane,2008,2000,76.0,0.178,1.7,1.0,0.194
V-007146,P-007146,Toyota,Corolla,2005,11646,70.8,0.106,3.0,0.9,0.04
V-007151,P-007151,Toyota,RAV4,2005,9034,68.5,0.54,0.3,1.9,0.456
V-007153,P-007153,Volkswagen,Golf,2016,12044,71.8,0.354,2.2,0.0,0.282
V-007154,P-007154,Dacia,Logan,2014,4768,73.8,0.19,4.6,4.0,0.214
V-007155,P-007155,Toyota,Yaris,2008,8055,64.7,0.437,4.4,3.8,0.215
V-007158,P-007158,Toyota,Corolla,2011,19270,71.5,0.267,6.6,4.8,0.294
V-007159,P-007159,Toyota,RAV4,2013,18113,47.3,0.215,4.9,1.3,0.295
V-007160,P-007160,Skoda,Superb,2024,7035,70.3,0.377,2.0,0.0,0.187
V-007165,P-007165,Toyota,RAV4,2024,17227,67.3,0.485,3.0,2.7,0.398
V-007169,P-007169,Skoda,Superb,2017,6951,76.8,0.11,4.3,0.3,0.555
V-007170,P-007170,Volkswagen,Polo,2005,28584,81.5,0.333,1.9,0.5,0.323
V-007173,P-007173,Volkswagen,Passat,2005,20592,75.7,0.372,4.9,6.5,0.068
V-007174,P-007174,Skoda,Fabia,2018,13871,79.0,0.117,12.2,2.5,0.345
V-007175,P-007175,Volkswagen,Polo,2016,14254,63.0,0.246,4.0,2.6,0.387
V-007176,P-007176,Volkswagen,Polo,2015,9804,88.2,0.267,4.4,3.0,0.322
V-007178,P-007178,Renault,Captur,2021,18536,80.9,0.053,6.8,2.5,0.246
