coverage_id,policy_id,coverage_type,limit,deductible,premium_component
CV-0034287,P-006306,medical_payments,5000.0,500,44.03
CV-0034288,P-006307,liability_bi,50000.0,400,41.67
CV-0034289,P-006307,liability_pd,25000.0,0,40.91
CV-0034290,P-006307,collision,15000.0,0,61.67
CV-0034291,P-006307,comprehensive,15000.0,800,39.95
CV-0034292,P-006307,uninsured_motorist,25000.0,400,51.82
CV-0034293,P-006307,medical_payments,5000.0,400,57.36
CV-0034294,P-006308,liability_bi,50000.0,400,124.18
CV-0034295,P-006308,liability_pd,25000.0,200,63.64
CV-0034296,P-006308,collision,15000.0,400,117.46
CV-0034297,P-006308,comprehensive,15000.0,200,133.49
CV-0034298,P-006308,uninsured_motorist,25000.0,800,76.68
CV-0034299,P-006308,medical_payments,5000.0,200,57.41
CV-0034300,P-006309,liability_bi,50000.0,400,76.41
CV-0034301,P-006309,liability_pd,25000.0,200,81.4
CV-0034302,P-006309,collision,15000.0,200,91.93
CV-0034303,P-006309,comprehensive,15000.0,800,50.52
CV-0034304,P-006309,uninsured_motorist,25000.0,400,52.1
CV-0034305,P-006309,medical_payments,5000.0,200,46.28
CV-0034306,P-006310,dwelling,126382.59,500,99.22
CV-0034307,P-006310,other_structures,12638.26,500,62.11
CV-0034308,P-006310,personal_property,25276.52,500,52.0
CV-0034309,P-006310,loss_of_use,12638.26,500,112.86
CV-0034310,P-006310,personal_liability,100000.0,500,63.24
CV-0034311,P-006310,medical_payments,5000.0,500,102.25
CV-0034312,P-006311,liability_bi,50000.0,800,49.63
CV-0034313,P-006311,liability_pd,25000.0,200,115.97
CV-0034314,P-006311,collision,15000.0,400,113.66
CV-0034315,P-006311,comprehensive,15000.0,800,96.22
CV-0034316,P-006311,uninsured_motorist,25000.0,400,81.34
CV-0034317,P-006311,medical_payments,5000.0,400,90.89
CV-0034318,P-006312,liability_bi,50000.0,200,59.93
CV-0034319,P-006312,liability_pd,25000.0,800,48.87
CV-0034320,P-006312,collision,15000.0,400,38.83
CV-0034321,P-006312,comprehensive,15000.0,400,38.37
CV-0034322,P-006312,uninsured_motorist,25000.0,400,35.61
CV-0034323,P-006312,medical_payments,5000.0,800,38.99
CV-0034324,P-006313,building,3268837.41,10000,670.59
CV-0034325,P-006313,contents,1213472.97,5000,367.69
CV-0034326,P-006313,business_interruption,1307534.97,1000,803.15
CV-0034327,P-006313,equipment_breakdown,653767.48,5000,279.44
CV-0034328,P-006313,liability,250000.0,10000,345.65
CV-0034329,P-006314,liability_bi,50000.0,400,32.05
CV-0034330,P-006314,liability_pd,25000.0,400,46.91
CV-0034331,P-006314,collision,15000.0,200,31.11
CV-0034332,P-006314,comprehensive,15000.0,400,37.41
CV-0034333,P-006314,uninsured_motorist,25000.0,400,50.63
CV-0034334,P-006314,medical_payments,5000.0,200,44.34
CV-0034335,P-006315,dwelling,85587.45,500,39.87
CV-0034336,P-006315,other_structures,8558.75,1000,28.22
CV-0034337,P-006315,personal_property,17117.49,500,45.06
CV-0034338,P-006315,loss_of_use,8558.75,500,89.49
CV-0034339,P-006315,personal_liability,100000.0,500,44.2
CV-0034340,P-006315,medical_payments,5000.0,250,56.86
CV-0034341,P-006316,liability_bi,50000.0,0,51.4
CV-0034342,P-006316,liability_pd,25000.0,200,60.29
CV-0034343,P-006316,collision,15000.0,400,88.47
CV-0034344,P-006316,comprehensive,15000.0,400,72.74
CV-0034345,P-006316,uninsured_motorist,25000.0,200,76.39
CV-0034346,P-006316,medical_payments,5000.0,400,35.23
CV-0034347,P-006317,liability_bi,50000.0,200,42.51
CV-0034348,P-006317,liability_pd,25000.0,200,68.45
CV-0034349,P-006317,collision,15000.0,800,46.08
CV-0034350,P-006317,comprehensive,15000.0,400,43.03
CV-0034351,P-006317,uninsured_motorist,25000.0,200,64.85
CV-0034352,P-006317,medical_payments,5000.0,200,45.45
CV-0034353,P-006318,dwelling,78539.01,1000,63.98
CV-0034354,P-006318,other_structures,7853.9,500,31.75
CV-0034355,P-006318,personal_property,15707.8,500,32.41
CV-0034356,P-006318,loss_of_use,7853.9,1000,57.87
CV-0034357,P-006318,personal_liability,100000.0,250,55.18
CV-0034358,P-006318,medical_payments,5000.0,1000,96.14
CV-0034359,P-006319,liability_bi,50000.0,400,67.59
CV-0034360,P-006319,liability_pd,25000.0,400,57.12
CV-0034361,P-006319,collision,15000.0,400,36.07
CV-0034362,P-006319,comprehensive,15000.0,200,67.89
CV-0034363,P-006319,uninsured_motorist,25000.0,400,116.49
CV-0034364,P-006319,medical_payments,5000.0,400,38.26
CV-0034365,P-006320,liability_bi,50000.0,200,41.48
CV-0034366,P-006320,liability_pd,25000.0,400,74.66
CV-0034367,P-006320,collision,15000.0,800,51.91
CV-0034368,P-006320,comprehensive,15000.0,0,100.42
CV-0034369,P-006320,uninsured_motorist,25000.0,200,65.64
CV-0034370,P-006320,medical_payments,5000.0,200,57.82
CV-0034371,P-006321,dwelling,144113.92,1000,147.97
CV-0034372,P-006321,other_structures,14411.39,1000,106.47
CV-0034373,P-006321,personal_property,28822.78,1500,150.39
CV-0034374,P-006321,loss_of_use,14411.39,500,76.18
CV-0034375,P-006321,personal_liability,100000.0,1500,64.52
CV-0034376,P-006321,medical_payments,5000.0,500,63.68
CV-0034377,P-006322,liability_bi,50000.0,200,49.1
CV-0034378,P-006322,liability_pd,25000.0,200,99.73
CV-0034379,P-006322,collision,15000.0,200,49.75
CV-0034380,P-006322,comprehensive,15000.0,800,56.91
CV-0034381,P-006322,uninsured_motorist,25000.0,200,97.58
CV-0034382,P-006322,medical_payments,5000.0,200,47.36
CV-0034383,P-006323,liability_bi,50000.0,800,61.8
CV-0034384,P-006323,liability_pd,25000.0,200,115.27
CV-0034385,P-006323,collision,15000.0,800,73.16
CV-0034386,P-006323,comprehensive,15000.0,400,105.38
CV-0034387,P-006323,uninsured_motorist,25000.0,400,75.93
CV-0034388,P-006323,medical_payments,5000.0,400,111.6
CV-0034389,P-006324,dwelling,43332.06,500,51.99
CV-0034390,P-006324,other_structures,4333.21,1500,42.11
CV-0034391,P-006324,personal_property,8666.41,500,25.73
CV-0034392,P-006324,loss_of_use,4333.21,500,28.44
CV-0034393,P-006324,personal_liability,100000.0,500,31.7
CV-0034394,P-006324,medical_payments,5000.0,500,42.01
CV-0034395,P-006325,liability_bi,50000.0,400,70.34
CV-0034396,P-006325,liability_pd,25000.0,800,71.21
CV-0034397,P-006325,collision,15000.0,800,41.92
CV-0034398,P-006325,comprehensive,15000.0,200,42.09
CV-0034399,P-006325,uninsured_motorist,25000.0,200,31.16
CV-0034400,P-006325,medical_payments,5000.0,400,59.51
CV-0034401,P-006326,dwelling,116860.83,250,111.59
CV-0034402,P-006326,other_structures,11686.08,500,81.76
CV-0034403,P-006326,personal_property,23372.17,500,82.63
CV-0034404,P-006326,loss_of_use,11686.08,500,38.3
CV-0034405,P-006326,personal_liability,100000.0,1000,37.71
CV-0034406,P-006326,medical_payments,5000.0,250,108.92
CV-0034407,P-006327,liability_bi,50000.0,400,54.26
CV-0034408,P-006327,liability_pd,25000.0,200,73.07
CV-0034409,P-006327,collision,15000.0,800,92.03
CV-0034410,P-006327,comprehensive,15000.0,800,65.61
CV-0034411,P-006327,uninsured_motorist,25000.0,200,105.06
CV-0034412,P-006327,medical_payments,5000.0,200,37.36
CV-0034413,P-006328,liability_bi,50000.0,400,34.78
CV-0034414,P-006328,liability_pd,25000.0,200,61.39
CV-0034415,P-006328,collision,15000.0,800,36.22
CV-0034416,P-006328,comprehensive,15000.0,200,74.73
CV-0034417,P-006328,uninsured_motorist,25000.0,400,58.77
CV-0034418,P-006328,medical_payments,5000.0,200,58.67
CV-0034419,P-006329,liability_bi,50000.0,200,104.64
CV-0034420,P-006329,liability_pd,25000.0,200,42.05
CV-0034421,P-006329,collision,15000.0,200,102.66
CV-0034422,P-006329,comprehensive,15000.0,200,34.61
CV-0034423,P-006329,uninsured_motorist,25000.0,800,91.39
CV-0034424,P-006329,medical_payments,5000.0,800,65.71
CV-0034425,P-006330,dwelling,85275.12,250,30.29
CV-0034426,P-006330,other_structures,8527.51,500,83.46
CV-0034427,P-006330,personal_property,17055.02,500,70.46
CV-0034428,P-006330,loss_of_use,8527.51,500,45.59
CV-0034429,P-006330,personal_liability,100000.0,1000,88.7
CV-0034430,P-006330,medical_payments,5000.0,1000,41.07
CV-0034431,P-006331,liability_bi,50000.0,800,59.33
CV-0034432,P-006331,liability_pd,25000.0,400,50.24
CV-0034433,P-006331,collision,15000.0,800,86.44
CV-0034434,P-006331,comprehensive,15000.0,400,57.94
CV-0034435,P-006331,uninsured_motorist,25000.0,200,33.84
CV-0034436,P-006331,medical_payments,5000.0,200,28.07
CV-0034437,P-006332,personal_property,15000.0,250,33.99
CV-0034438,P-006332,liability,50000.0,250,37.12
CV-0034439,P-006332,loss_of_use,5000.0,250,18.7
CV-0034440,P-006333,dwelling,77141.26,500,37.38
CV-0034441,P-006333,other_structures,7714.13,250,51.81
CV-0034442,P-006333,personal_property,15428.25,500,38.75
CV-0034443,P-006333,loss_of_use,7714.13,1000,36.46
CV-0034444,P-006333,personal_liability,100000.0,250,65.57
CV-0034445,P-006333,medical_payments,5000.0,250,96.74
CV-0034446,P-006334,liability_bi,50000.0,200,49.0
CV-0034447,P-006334,liability_pd,25000.0,200,72.47
CV-0034448,P-006334,collision,15000.0,400,31.96
CV-0034449,P-006334,comprehensive,15000.0,800,77.34
CV-0034450,P-006334,uninsured_motorist,25000.0,400,73.37
CV-0034451,P-006334,medical_payments,5000.0,200,66.38
CV-0034452,P-006335,liability_bi,50000.0,400,43.51
CV-0034453,P-006335,liability_pd,25000.0,200,56.17
CV-0034454,P-006335,collision,15000.0,0,48.89
CV-0034455,P-006335,comprehensive,15000.0,200,80.27
CV-0034456,P-006335,uninsured_motorist,25000.0,200,29.36
CV-0034457,P-006335,medical_payments,5000.0,200,37.84
CV-0034458,P-006336,dwelling,55517.33,1000,65.78
CV-0034459,P-006336,other_structures,5551.73,500,31.82
CV-0034460,P-006336,personal_property,11103.47,1000,71.34
CV-0034461,P-006336,loss_of_use,5551.73,1500,69.6
CV-0034462,P-006336,personal_liability,100000.0,500,23.46
CV-0034463,P-006336,medical_payments,5000.0,1500,51.49
CV-0034464,P-006337,personal_property,25000.0,100,27.9
CV-0034465,P-006337,liability,50000.0,250,47.78
CV-0034466,P-006337,loss_of_use,5000.0,100,35.75
CV-0034467,P-006338,building,1446457.0,2500,292.58
CV-0034468,P-006338,contents,1668902.98,10000,449.94
CV-0034469,P-006338,business_interruption,578582.8,1000,264.31
CV-0034470,P-006338,equipment_breakdown,289291.4,1000,430.14
CV-0034471,P-006338,liability,250000.0,10000,541.66
CV-0034472,P-006339,liability_bi,50000.0,400,29.28
CV-0034473,P-006339,liability_pd,25000.0,200,81.54
CV-0034474,P-006339,collision,15000.0,400,67.14
CV-0034475,P-006339,comprehensive,15000.0,0,62.79
CV-0034476,P-006339,uninsured_motorist,25000.0,400,67.27
CV-0034477,P-006339,medical_payments,5000.0,200,48.14
CV-0034478,P-006340,dwelling,131826.31,500,115.05
CV-0034479,P-006340,other_structures,13182.63,500,82.91
CV-0034480,P-006340,personal_property,26365.26,250,105.22
CV-0034481,P-006340,loss_of_use,13182.63,500,54.77
CV-0034482,P-006340,personal_liability,100000.0,500,110.09
CV-0034483,P-006340,medical_payments,5000.0,500,88.34
CV-0034484,P-006341,dwelling,49582.18,250,82.77
CV-0034485,P-006341,other_structures,4958.22,250,78.34
CV-0034486,P-006341,personal_property,9916.44,500,50.01
CV-0034487,P-006341,loss_of_use,4958.22,1000,33.13
CV-0034488,P-006341,personal_liability,100000.0,250,63.81
CV-0034489,P-006341,medical_payments,5000.0,500,32.07
CV-0034490,P-006342,liability_bi,50000.0,800,40.91
CV-0034491,P-006342,liability_pd,25000.0,400,74.04
CV-0034492,P-006342,collision,15000.0,400,108.95
CV-0034493,P-006342,comprehensive,15000.0,400,43.73
CV-0034494,P-006342,uninsured_motorist,25000.0,400,52.0
CV-0034495,P-006342,medical_payments,5000.0,400,76.78
CV-0034496,P-006343,liability_bi,50000.0,200,45.92
CV-0034497,P-006343,liability_pd,25000.0,200,87.59
CV-0034498,P-006343,collision,15000.0,400,80.29
CV-0034499,P-006343,comprehensive,15000.0,400,88.45
CV-0034500,P-006343,uninsured_motorist,25000.0,400,70.61
CV-0034501,P-006343,medical_payments,5000.0,200,78.51
CV-0034502,P-006344,personal_property,15000.0,100,16.53
CV-0034503,P-006344,liability,50000.0,100,28.64
CV-0034504,P-006344,loss_of_use,5000.0,250,16.84
CV-0034505,P-006345,liability_bi,50000.0,400,54.89
CV-0034506,P-006345,liability_pd,25000.0,800,43.12
CV-0034507,P-006345,collision,15000.0,400,36.63
CV-0034508,P-006345,comprehensive,15000.0,400,40.9
CV-0034509,P-006345,uninsured_motorist,25000.0,800,85.81
CV-0034510,P-006345,medical_payments,5000.0,200,87.35
CV-0034511,P-006346,building,4199227.02,1000,449.09
CV-0034512,P-006346,contents,53398.15,10000,476.23
CV-0034513,P-006346,business_interruption,1679690.81,2500,507.86
CV-0034514,P-006346,equipment_breakdown,839845.4,10000,752.29
CV-0034515,P-006346,liability,250000.0,2500,345.74
CV-0034516,P-006347,personal_property,35000.0,250,27.44
CV-0034517,P-006347,liability,50000.0,250,37.58
CV-0034518,P-006347,loss_of_use,5000.0,250,49.13
CV-0034519,P-006348,liability_bi,50000.0,400,28.15
CV-0034520,P-006348,liability_pd,25000.0,200,65.18
CV-0034521,P-006348,collision,15000.0,400,47.08
CV-0034522,P-006348,comprehensive,15000.0,200,58.99
CV-0034523,P-006348,uninsured_motorist,25000.0,400,25.91
CV-0034524,P-006348,medical_payments,5000.0,200,34.63
CV-0034525,P-006349,personal_property,50000.0,500,43.57
CV-0034526,P-006349,liability,50000.0,250,41.78
CV-0034527,P-006349,loss_of_use,5000.0,250,85.04
CV-0034528,P-006350,liability_bi,50000.0,200,42.92
CV-0034529,P-006350,liability_pd,25000.0,200,51.09
CV-0034530,P-006350,collision,15000.0,200,60.0
CV-0034531,P-006350,comprehensive,15000.0,200,85.22
CV-0034532,P-006350,uninsured_motorist,25000.0,200,47.89
CV-0034533,P-006350,medical_payments,5000.0,800,80.07
CV-0034534,P-006351,liability_bi,50000.0,0,30.26
CV-0034535,P-006351,liability_pd,25000.0,400,50.86
CV-0034536,P-006351,collision,15000.0,800,39.29
CV-0034537,P-006351,comprehensive,15000.0,400,64.21
CV-0034538,P-006351,uninsured_motorist,25000.0,400,28.98
CV-0034539,P-006351,medical_payments,5000.0,200,50.44
CV-0034540,P-006352,dwelling,83720.97,1500,35.05
CV-0034541,P-006352,other_structures,8372.1,500,53.14
CV-0034542,P-006352,personal_property,16744.19,500,58.34
CV-0034543,P-006352,loss_of_use,8372.1,1000,95.89
CV-0034544,P-006352,personal_liability,100000.0,500,40.31
CV-0034545,P-006352,medical_payments,5000.0,1000,88.12
CV-0034546,P-006353,liability_bi,50000.0,400,33.53
CV-0034547,P-006353,liability_pd,25000.0,800,50.76
CV-0034548,P-006353,collision,15000.0,400,47.43
CV-0034549,P-006353,comprehensive,15000.0,400,58.53
CV-0034550,P-006353,uninsured_motorist,25000.0,200,60.8
CV-0034551,P-006353,medical_payments,5000.0,400,62.09
CV-0034552,P-006354,building,2670691.47,5000,534.82
CV-0034553,P-006354,contents,1278133.72,2500,632.11
CV-0034554,P-006354,business_interruption,1068276.59,1000,561.46
CV-0034555,P-006354,equipment_breakdown,534138.29,2500,307.2
CV-0034556,P-006354,liability,250000.0,5000,215.62
CV-0034557,P-006355,liability_bi,50000.0,200,61.86
CV-0034558,P-006355,liability_pd,25000.0,400,52.49
CV-0034559,P-006355,collision,15000.0,200,30.06
CV-0034560,P-006355,comprehensive,15000.0,400,84.44
CV-0034561,P-006355,uninsured_motorist,25000.0,400,69.68
CV-0034562,P-006355,medical_payments,5000.0,400,85.26
CV-0034563,P-006356,building,4924679.95,1000,1029.05
CV-0034564,P-006356,contents,1270270.72,5000,411.79
CV-0034565,P-006356,business_interruption,1969871.98,2500,823.07
CV-0034566,P-006356,equipment_breakdown,984935.99,2500,553.84
CV-0034567,P-006356,liability,250000.0,2500,831.04
CV-0034568,P-006357,liability_bi,50000.0,400,68.63
CV-0034569,P-006357,liability_pd,25000.0,800,58.82
CV-0034570,P-006357,collision,15000.0,200,78.5
CV-0034571,P-006357,comprehensive,15000.0,200,57.59
CV-0034572,P-006357,uninsured_motorist,25000.0,400,50.44
CV-0034573,P-006357,medical_payments,5000.0,400,65.97
CV-0034574,P-006358,liability_bi,50000.0,200,96.12
CV-0034575,P-006358,liability_pd,25000.0,200,106.91
CV-0034576,P-006358,collision,15000.0,200,43.94
CV-0034577,P-006358,comprehensive,15000.0,400,40.38
CV-0034578,P-006358,uninsured_motorist,25000.0,0,68.78
CV-0034579,P-006358,medical_payments,5000.0,400,92.06
CV-0034580,P-006359,liability_bi,50000.0,200,25.25
CV-0034581,P-006359,liability_pd,25000.0,200,36.87
CV-0034582,P-006359,collision,15000.0,200,72.29
CV-0034583,P-006359,comprehensive,15000.0,0,60.35
CV-0034584,P-006359,uninsured_motorist,25000.0,800,67.81
CV-0034585,P-006359,medical_payments,5000.0,200,54.28
CV-0034586,P-006360,personal_property,25000.0,100,22.16
CV-0034587,P-006360,liability,50000.0,250,36.39
CV-0034588,P-006360,loss_of_use,5000.0,250,49.53
CV-0034589,P-006361,building,2117282.86,2500,405.87
CV-0034590,P-006361,contents,615551.49,2500,315.7
CV-0034591,P-006361,business_interruption,846913.14,2500,256.31
CV-0034592,P-006361,equipment_breakdown,423456.57,5000,210.44
CV-0034593,P-006361,liability,250000.0,5000,166.84
CV-0034594,P-006362,dwelling,204237.29,1000,171.26
CV-0034595,P-006362,other_structures,20423.73,500,125.18
CV-0034596,P-006362,personal_property,40847.46,500,101.78
CV-0034597,P-006362,loss_of_use,20423.73,250,175.36
CV-0034598,P-006362,personal_liability,100000.0,500,127.22
CV-0034599,P-006362,medical_payments,5000.0,500,131.72
CV-0034600,P-006363,dwelling,121892.54,1000,96.23
CV-0034601,P-006363,other_structures,12189.25,1000,74.79
CV-0034602,P-006363,personal_property,24378.51,500,112.49
CV-0034603,P-006363,loss_of_use,12189.25,500,66.81
CV-0034604,P-006363,personal_liability,100000.0,1500,40.11
CV-0034605,P-006363,medical_payments,5000.0,500,60.1
CV-0034606,P-006364,personal_property,50000.0,100,40.59
CV-0034607,P-006364,liability,50000.0,250,33.5
CV-0034608,P-006364,loss_of_use,5000.0,250,65.24
CV-0034609,P-006365,liability_bi,50000.0,400,104.26
CV-0034610,P-006365,liability_pd,25000.0,800,124.06
CV-0034611,P-006365,collision,15000.0,200,53.71
CV-0034612,P-006365,comprehensive,15000.0,800,101.42
CV-0034613,P-006365,uninsured_motorist,25000.0,400,119.34
CV-0034614,P-006365,medical_payments,5000.0,400,64.59
CV-0034615,P-006366,personal_property,35000.0,100,64.91
CV-0034616,P-006366,liability,50000.0,250,68.71
CV-0034617,P-006366,loss_of_use,5000.0,500,46.3
CV-0034618,P-006367,liability_bi,50000.0,400,32.26
CV-0034619,P-006367,liability_pd,25000.0,800,78.32
CV-0034620,P-006367,collision,15000.0,400,82.05
CV-0034621,P-006367,comprehensive,15000.0,200,41.29
CV-0034622,P-006367,uninsured_motorist,25000.0,200,31.43
CV-0034623,P-006367,medical_payments,5000.0,400,65.69
CV-0034624,P-006368,liability_bi,50000.0,400,104.95
CV-0034625,P-006368,liability_pd,25000.0,400,50.43
CV-0034626,P-006368,collision,15000.0,0,84.57
CV-0034627,P-006368,comprehensive,15000.0,800,92.55
CV-0034628,P-006368,uninsured_motorist,25000.0,200,86.28
CV-0034629,P-006368,medical_payments,5000.0,400,40.8
CV-0034630,P-006369,dwelling,30103.81,500,63.7
CV-0034631,P-006369,other_structures,3010.38,1000,61.34
CV-0034632,P-006369,personal_property,6020.76,500,46.69
CV-0034633,P-006369,loss_of_use,3010.38,250,66.66
CV-0034634,P-006369,personal_liability,100000.0,500,36.04
CV-0034635,P-006369,medical_payments,5000.0,500,37.54
CV-0034636,P-006370,liability_bi,50000.0,400,51.98
CV-0034637,P-006370,liability_pd,25000.0,400,89.42
CV-0034638,P-006370,collision,15000.0,200,48.74
CV-0034639,P-006370,comprehensive,15000.0,200,52.59
CV-0034640,P-006370,uninsured_motorist,25000.0,0,43.7
CV-0034641,P-006370,medical_payments,5000.0,400,74.11
CV-0034642,P-006371,liability_bi,50000.0,200,52.95
CV-0034643,P-006371,liability_pd,25000.0,800,81.55
CV-0034644,P-006371,collision,15000.0,400,78.71
CV-0034645,P-006371,comprehensive,15000.0,800,74.37
CV-0034646,P-006371,uninsured_motorist,25000.0,200,41.99
CV-0034647,P-006371,medical_payments,5000.0,400,97.09
CV-0034648,P-006372,liability_bi,50000.0,800,60.9
CV-0034649,P-006372,liability_pd,25000.0,800,74.73
CV-0034650,P-006372,collision,15000.0,400,92.8
CV-0034651,P-006372,comprehensive,15000.0,400,61.37
CV-0034652,P-006372,uninsured_motorist,25000.0,200,66.43
CV-0034653,P-006372,medical_payments,5000.0,200,62.69
CV-0034654,P-006373,liability_bi,50000.0,0,72.68
CV-0034655,P-006373,liability_pd,25000.0,0,57.12
CV-0034656,P-006373,collision,15000.0,200,54.26
CV-0034657,P-006373,comprehensive,15000.0,200,53.65
CV-0034658,P-006373,uninsured_motorist,25000.0,400,76.59
CV-0034659,P-006373,medical_payments,5000.0,400,59.04
CV-0034660,P-006374,liability_bi,50000.0,200,64.3
CV-0034661,P-006374,liability_pd,25000.0,200,56.47
CV-0034662,P-006374,collision,15000.0,200,62.56
CV-0034663,P-006374,comprehensive,15000.0,200,56.28
CV-0034664,P-006374,uninsured_motorist,25000.0,800,20.79
CV-0034665,P-006374,medical_payments,5000.0,200,46.69
CV-0034666,P-006375,personal_property,25000.0,250,33.22
CV-0034667,P-006375,liability,50000.0,100,21.14
CV-0034668,P-006375,loss_of_use,5000.0,250,26.17
CV-0034669,P-006376,building,517499.14,5000,272.53
CV-0034670,P-006376,contents,1090568.96,5000,104.07
CV-0034671,P-006376,business_interruption,206999.65,2500,109.47
CV-0034672,P-006376,equipment_breakdown,103499.83,2500,165.44
CV-0034673,P-006376,liability,250000.0,1000,151.65
CV-0034674,P-006377,liability_bi,50000.0,200,55.37
CV-0034675,P-006377,liability_pd,25000.0,800,48.78
CV-0034676,P-006377,collision,15000.0,200,72.19
CV-0034677,P-006377,comprehensive,15000.0,200,97.58
CV-0034678,P-006377,uninsured_motorist,25000.0,400,109.23
CV-0034679,P-006377,medical_payments,5000.0,800,89.38
CV-0034680,P-006378,liability_bi,50000.0,800,68.17
CV-0034681,P-006378,liability_pd,25000.0,400,85.55
CV-0034682,P-006378,collision,15000.0,400,62.12
CV-0034683,P-006378,comprehensive,15000.0,0,43.32
CV-0034684,P-006378,uninsured_motorist,25000.0,400,78.49
CV-0034685,P-006378,medical_payments,5000.0,800,42.93
CV-0034686,P-006379,liability_bi,50000.0,400,88.93
CV-0034687,P-006379,liability_pd,25000.0,200,117.21
CV-0034688,P-006379,collision,15000.0,200,79.05
CV-0034689,P-006379,comprehensive,15000.0,400,68.43
CV-0034690,P-006379,uninsured_motorist,25000.0,800,57.34
CV-0034691,P-006379,medical_payments,5000.0,400,55.25
CV-0034692,P-006380,personal_property,15000.0,250,31.45
CV-0034693,P-006380,liability,50000.0,100,27.18
CV-0034694,P-006380,loss_of_use,5000.0,500,38.78
CV-0034695,P-006381,personal_property,25000.0,250,29.97
CV-0034696,P-006381,liability,50000.0,250,45.86
CV-0034697,P-006381,loss_of_use,5000.0,500,30.71
CV-0034698,P-006382,liability_bi,50000.0,800,68.04
CV-0034699,P-006382,liability_pd,25000.0,200,80.57
CV-0034700,P-006382,collision,15000.0,200,72.92
CV-0034701,P-006382,comprehensive,15000.0,400,30.16
CV-0034702,P-006382,uninsured_motorist,25000.0,800,43.66
CV-0034703,P-006382,medical_payments,5000.0,400,34.18
CV-0034704,P-006383,liability_bi,50000.0,0,48.38
CV-0034705,P-006383,liability_pd,25000.0,800,59.71
CV-0034706,P-006383,collision,15000.0,200,51.6
CV-0034707,P-006383,comprehensive,15000.0,200,70.09
CV-0034708,P-006383,uninsured_motorist,25000.0,200,35.36
CV-0034709,P-006383,medical_payments,5000.0,800,52.84
CV-0034710,P-006384,personal_property,15000.0,250,31.27
CV-0034711,P-006384,liability,50000.0,100,21.81
CV-0034712,P-006384,loss_of_use,5000.0,250,32.3
CV-0034713,P-006385,personal_property,25000.0,250,34.66
CV-0034714,P-006385,liability,50000.0,500,36.83
CV-0034715,P-006385,loss_of_use,5000.0,250,24.71
CV-0034716,P-006386,dwelling,151942.69,500,59.16
CV-0034717,P-006386,other_structures,15194.27,500,119.8
CV-0034718,P-006386,personal_property,30388.54,500,90.67
CV-0034719,P-006386,loss_of_use,15194.27,500,114.24
CV-0034720,P-006386,personal_liability,100000.0,250,123.5
CV-0034721,P-006386,medical_payments,5000.0,250,95.03
CV-0034722,P-006387,dwelling,54484.16,500,36.22
CV-0034723,P-006387,other_structures,5448.42,500,77.48
CV-0034724,P-006387,personal_property,10896.83,1000,64.15
CV-0034725,P-006387,loss_of_use,5448.42,500,43.13
CV-0034726,P-006387,personal_liability,100000.0,1000,28.55
CV-0034727,P-006387,medical_payments,5000.0,500,80.57
CV-0034728,P-006388,liability_bi,50000.0,0,57.87
CV-0034729,P-006388,liability_pd,25000.0,800,44.28
CV-0034730,P-006388,collision,15000.0,200,63.07
CV-0034731,P-006388,comprehensive,15000.0,400,47.12
CV-0034732,P-006388,uninsured_motorist,25000.0,200,92.08
CV-0034733,P-006388,medical_payments,5000.0,200,73.47
CV-0034734,P-006389,personal_property,25000.0,250,21.46
CV-0034735,P-006389,liability,50000.0,500,52.17
CV-0034736,P-006389,loss_of_use,5000.0,100,48.64
CV-0034737,P-006390,liability_bi,50000.0,200,90.48
CV-0034738,P-006390,liability_pd,25000.0,200,29.35
CV-0034739,P-006390,collision,15000.0,0,61.74
CV-0034740,P-006390,comprehensive,15000.0,800,92.33
CV-0034741,P-006390,uninsured_motorist,25000.0,200,85.82
CV-0034742,P-006390,medical_payments,5000.0,400,45.66
CV-0034743,P-006391,dwelling,83462.09,1000,63.14
CV-0034744,P-006391,other_structures,8346.21,1000,94.11
CV-0034745,P-006391,personal_property,16692.42,500,41.37
CV-0034746,P-006391,loss_of_use,8346.21,250,71.33
CV-0034747,P-006391,personal_liability,100000.0,1000,65.27
CV-0034748,P-006391,medical_payments,5000.0,1000,66.21
CV-0034749,P-006392,dwelling,115661.24,500,66.15
CV-0034750,P-006392,other_structures,11566.12,1000,77.16
CV-0034751,P-006392,personal_property,23132.25,250,87.53
CV-0034752,P-006392,loss_of_use,11566.12,500,87.09
CV-0034753,P-006392,personal_liability,100000.0,1000,110.12
CV-0034754,P-006392,medical_payments,5000.0,500,96.22
CV-0034755,P-006393,building,2586209.3,2500,517.91
CV-0034756,P-006393,contents,1325354.69,1000,667.17
CV-0034757,P-006393,business_interruption,1034483.72,2500,302.02
CV-0034758,P-006393,equipment_breakdown,517241.86,2500,456.2
CV-0034759,P-006393,liability,250000.0,2500,516.16
CV-0034760,P-006394,liability_bi,50000.0,400,91.05
CV-0034761,P-006394,liability_pd,25000.0,200,53.97
CV-0034762,P-006394,collision,15000.0,200,45.57
CV-0034763,P-006394,comprehensive,15000.0,200,61.7
CV-0034764,P-006394,uninsured_motorist,25000.0,400,32.33
CV-0034765,P-006394,medical_payments,5000.0,800,28.66
CV-0034766,P-006395,liability_bi,50000.0,400,75.08
CV-0034767,P-006395,liability_pd,25000.0,400,108.71
CV-0034768,P-006395,collision,15000.0,400,59.33
CV-0034769,P-006395,comprehensive,15000.0,400,99.01
